506274773077598208,2014-08-31 23:58:06 -0300,RT @louisvorazes: @Jbizzlefucker gata vc não é manifestação mas fez meu gigante acordar,,,""
506273787550367746,2014-08-31 23:54:11 -0300,RT @fimdejogo: manifestação contra o racismo antes do jogo - #botafogo #santos http://t.co/DVoNL4X7IX,,,Rio de Janeiro - Botafogo  ♥♥
506273779740606464,2014-08-31 23:54:09 -0300,@Jbizzlefucker gata vc não é manifestação mas fez meu gigante acordar,,,justin follows %%%
506273777018486784,2014-08-31 23:54:09 -0300,"RT @fimdejogo: torcida do botafogo grita no estádio - aranha, aranha, aranha. linda manifestação. de arrepiar",,,Rio de Janeiro - Botafogo  ♥♥
506271264244133888,2014-08-31 23:44:10 -0300,Santas Casas farão manifestação no dia 25 de Setembro http://t.co/9VEyHNT2NV,,,Brasil
506270840351383553,2014-08-31 23:42:29 -0300,To vendo cada manifestação ridícula e sem sentido sobre o fato do Vetoretti ter assumido o caso do assassinato do guri...,,,"Santa Cruz do Sul, RS, Brasil"
506268215711129600,2014-08-31 23:32:03 -0300,"Que manifestação hoje que isso, na verdade isso tem que ser costume em nossas vidas e não surpresa...deveria ser... http://t.co/f8Yv2jbYFy",,,Onde Deus mandar
506267563253575680,2014-08-31 23:29:27 -0300,RT @rodneyeloy: Manifestação pró-Israel leva milhares de pessoas à Praia de Copacabana. Com Israel agora e sempre! http://t.co/S8TNmEHOH1,,,""
506267390624403456,2014-08-31 23:28:46 -0300,"@lulubssss_ @esuplicy Ñ é verdade. Ele está sp presente nesse tipo de manifestação. Pergunte aos Racionais, Rappin' e outros.",,,"São Paulo, Brasil"
506267279706050560,2014-08-31 23:28:20 -0300,RT @FabioLLFreitas: Viva a democracia e que nunca mais qualquer veículo da imprensa seja impedida de exercer o direito constitucional de li…,,,""
506265288045002753,2014-08-31 23:20:25 -0300,"Última semana que antecede o Imersão Total Rio, expectativas a mil para manifestação da gloria de Deus! 
#ImersãoRio #DançandoParaDeus ♥",,,https://www.facebook.com/joao.
506264702532734976,2014-08-31 23:18:05 -0300,"@Cruzeiro6x1CAM Será que ele já está sabendo disso? E mais, será que esta manifestação na internet pode mesmo fazer com q ele perca o posto?",,,Minas Gerais
506264246930268161,2014-08-31 23:16:17 -0300,Igreja Adventista realiza passeata de manifestação contra a violência http://t.co/5KPbvCx9Ee,,,Brasil
506264129498546176,2014-08-31 23:15:49 -0300,"RT @AecioPortoDoTio: @AecioPortoDoTio É isso mesmo, amiga. Aproveitaram a manifestação do MPL e a direita saiu à rua.",,,Ilha de Tokelau - pacífico Sul
506262604923555840,2014-08-31 23:09:45 -0300,@lfds precisamos acabar com este tipo de manifestação e atitude desprezível. Valeu Luis!,,,Brasil
506260466927017984,2014-08-31 23:01:15 -0300,Militante do PSTU é preso em manifestação contra a #EBSERH em Curitiba | PSTU http://t.co/vmCfAYTO4E,,,UFPR - Curitiba
506259518532374528,2014-08-31 22:57:29 -0300,RT @EletianeR: Nunca o homem inventará nada mais simples nem mais belo do que uma manifestação da natureza.,,,""
506259218865745920,2014-08-31 22:56:18 -0300,RT @SweetDespair1D: @GeracaoZBrasil LITTLE MIX eu exijo se não vai rolar manifestação com todas as mixers do Brasil kkkkk! #MPN #Directione…,,,073013 Never Forget 072310
506258781224067073,2014-08-31 22:54:33 -0300,"@AecioPortoDoTio É isso mesmo, amiga. Aproveitaram a manifestação do MPL e a direita saiu à rua.",,,Brasil
506258386359693313,2014-08-31 22:52:59 -0300,Nunca o homem inventará nada mais simples nem mais belo do que uma manifestação da natureza.,,,""
506258201118273536,2014-08-31 22:52:15 -0300,Parece que estou em uma manifestação  #SunsationToBrazil,,,Follow me Sammy Wilkinson
506257680441556992,2014-08-31 22:50:11 -0300,@GeracaoZBrasil LITTLE MIX eu exijo se não vai rolar manifestação com todas as mixers do Brasil kkkkk! #MPN #Directioners,-22.3994723,-41.81318441,Brasil
506252426543112192,2014-08-31 22:29:18 -0300,"A UNICA manifestação dos caras foi vaiar, meu senhor",,,""
506250428749979649,2014-08-31 22:21:22 -0300,"eita que essa semana vai ser pressão, seminário de cultura brasileira sobre o carnaval, apenas a maior manifestação popular",,,""
506250136100802561,2014-08-31 22:20:12 -0300,@marcelvanhattem muito boa tua manifestação na Redenção. Não temos de temer a discussão e o confronto de idéias com os neocomunistas.,,,Porto Alegre/Brasil
506248451492155393,2014-08-31 22:13:31 -0300,"A essencia da sabedoria ,que transforma dor em alegria , eu vejo um milagre acontecer a manifestação do teu poder",,,""
506247955977089025,2014-08-31 22:11:33 -0300,RT @gbitencourt: Parabéns ao @Lipe_Assuncao pela manifestação no @Grenalizando . Concordo plenamente.,,,Porto Alegre - RS
506247816478752768,2014-08-31 22:10:59 -0300,Parabéns pro @Lipe_Assuncao pela manifestação no @Grenalizando,,,""
506247762200264705,2014-08-31 22:10:46 -0300,Parabéns ao @Lipe_Assuncao pela manifestação no @Grenalizando . Concordo plenamente.,,,""
506246849376698369,2014-08-31 22:07:09 -0300,"Em resumo: manifestação, Luiz, MON, Ana Carlini, DCE, Finha, Vic, Fila, Esteban, Fresno, Anberlin, Finha, Tia, e agora ônibus",,,C:\VelhoOeste\FuckOff\Y.A.L.A.
506246286270803968,2014-08-31 22:04:54 -0300,"""O sorriso é a manifestação dos lábios, quando os olhos encontram o que o coração procura."" ta explicado pq sorrio quando te vejo.",,,Sp.
506245919348912128,2014-08-31 22:03:27 -0300,@kassimentz @nakaferreira @CriSImortalRP7 Agradeço como gremista e integrante do CD pela manifestação genuinamente gremista e exemplar.,-30.01894908,-51.19620838,"Porto Alegre, Brazil"
506244884966424576,2014-08-31 21:59:20 -0300,"""O sorriso é a manifestação dos lábios, quando os olhos encontram o que o coração procura &lt;3 .""",-29.6676675,-51.1405538,""
506244755635077120,2014-08-31 21:58:49 -0300,"@juliodonatoc  Julio, os dados solicitados via DM somente é necessário caso você queira um retorno da sua manifestação.",,,""
506244352885420032,2014-08-31 21:57:13 -0300,RT @gilmarbritous: Olha que curioso: quase 100 dias de greve na USP e a grande mídia praticamente não noticia. 1 DIA DE MANIFESTAÇÃO na UFP…,,,São Paulo
506243723106471936,2014-08-31 21:54:43 -0300,Tava esperando uma manifestação 😂 saudadesss,,,""
506243656559632384,2014-08-31 21:54:27 -0300,A manifestação do @leleolele agora é a mais nítida intenção de alguém racional e sensato nas palavras. Matou a pau.,,,""
506243204401102849,2014-08-31 21:52:40 -0300,hmm manifestação em sp  será? hahahaha vamos cair pra dentro!,,,Brasil
506243007876976640,2014-08-31 21:51:53 -0300,"RT @fimdejogo: torcida do botafogo grita no estádio - aranha, aranha, aranha. linda manifestação. de arrepiar",,,""
506241928372187136,2014-08-31 21:47:35 -0300,"RT @NaoVaiTerVoto_: Justiça do Rio mantém preso homem detido com ‘Pinho Sol molotov' durante uma manifestação em 2013 
http://t.co/YENLuSdP…",,,lugar nenhum
506241705084198913,2014-08-31 21:46:42 -0300,RT @gilmarbritous: Olha que curioso: quase 100 dias de greve na USP e a grande mídia praticamente não noticia. 1 DIA DE MANIFESTAÇÃO na UFP…,,,Brazil
506239674697121792,2014-08-31 21:38:38 -0300,RT @gilmarbritous: Olha que curioso: quase 100 dias de greve na USP e a grande mídia praticamente não noticia. 1 DIA DE MANIFESTAÇÃO na UFP…,,,"marília/araçatuba, sp, brasil"
506239244881641472,2014-08-31 21:36:56 -0300,"@GMChacon Olá, Gustavo. Direcionamos sua manifestação para o setor responsável. Lembramos que no translado você poderá utilizar o wi-fi (+)",,,""
506239053319372801,2014-08-31 21:36:10 -0300,"RT @fimdejogo: torcida do botafogo grita no estádio - aranha, aranha, aranha. linda manifestação. de arrepiar",,,Brasil 
506238943705432064,2014-08-31 21:35:44 -0300,"RT @CrisOliveira89: Forte manifestação de Fábio Koff sobre o racismo: ""um problema que transcende a direção do Grêmio, já atingiu a esfera …",,,""
506238830689918976,2014-08-31 21:35:17 -0300,"@chicogarciaa seria importante uma manifestação do dr. Beline sobre o q ele pretende fazer se for eleito, irá financiar essa torcida de novo",,,porto alegre
506238620362354688,2014-08-31 21:34:27 -0300,"RT @fimdejogo: torcida do botafogo grita no estádio - aranha, aranha, aranha. linda manifestação. de arrepiar",,,Rio de Janeiro  
506238607108349952,2014-08-31 21:34:24 -0300,"#espntem o cântico entoado hj foi proposital, manifestação política daquela torcida contra a direção atual que cortou verbas de auxílio",,,Porto Alegre/RS
